"1449 Auto Park Way, Escondido, CA 92029",4,COMMERCIAL BURGLARY,1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1450 Auto Park Way, Escondido, CA 92029",4,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1300  AUTO PARK WAY,1300, AUTO PARK WAY ,Escondido,CA,92029,1300  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1451 Auto Park Way, Escondido, CA 92029",4,VEHICLE BREAK-IN/THEFT,400  LA TERRAZA BOULEVARD,400, LA TERRAZA BOULEVARD ,Escondido,CA,92029,400  LA TERRAZA BOULEVARD,,,LA,TERRAZA,BOULEVARD,,,,,
"1452 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(Shoplift) (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1453 Auto Park Way, Escondido, CA 92029",4,OBSTRUCT/RESIST EXECUTIVE OFFICER WITH MINOR INJURY (F),900 W  VALLEY PARKWAY,900,W  VALLEY PARKWAY ,Escondido,CA,92029,900 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1454 Auto Park Way, Escondido, CA 92029",4,POSS CONTROLLED SUBS PARAPHERNALIA (M),1600 W  09TH AVENUE,1600,W  09TH AVENUE ,Escondido,CA,92029,1600 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
"1455 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(All Other Larceny) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1456 Auto Park Way, Escondido, CA 92029",4,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),1000  DEL DIOS ROAD,1000, DEL DIOS ROAD ,Escondido,CA,92029,1000  DEL DIOS ROAD,,,DEL,DIOS,ROAD,,,,,
"1457 Auto Park Way, Escondido, CA 92029",4,DISORD CONDUCT:ALC (M),900  DEL DIOS ROAD,900, DEL DIOS ROAD ,Escondido,CA,92029,900  DEL DIOS ROAD,,,DEL,DIOS,ROAD,,,,,
"1458 Auto Park Way, Escondido, CA 92029",4,TAMPER WITH VEH,1600 W  09TH AVENUE,1600,W  09TH AVENUE ,Escondido,CA,92029,1600 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
"1459 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1460 Auto Park Way, Escondido, CA 92029",4,BATTERY ON PERSON (M),100  LA TERRAZA BOULEVARD,100, LA TERRAZA BOULEVARD ,Escondido,CA,92029,100  LA TERRAZA BOULEVARD,,,LA,TERRAZA,BOULEVARD,,,,,
"1461 Auto Park Way, Escondido, CA 92029",4,GRAND THEFT (Shoplifting) (F),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1462 Auto Park Way, Escondido, CA 92029",4,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1500 W  09TH AVENUE,1500,W  09TH AVENUE ,Escondido,CA,92029,1500 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
"1463 Auto Park Way, Escondido, CA 92029",4,THEFT (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1464 Auto Park Way, Escondido, CA 92029",4,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1465 Auto Park Way, Escondido, CA 92029",4,OTHER SEX CRIME,1300 W  09TH AVENUE,1300,W  09TH AVENUE ,Escondido,CA,92029,1300 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
"1466 Auto Park Way, Escondido, CA 92029",4,COMMERCIAL BURGLARY,900 W  VALLEY PARKWAY,900,W  VALLEY PARKWAY ,Escondido,CA,92029,900 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1467 Auto Park Way, Escondido, CA 92029",4,COMMERCIAL BURGLARY,1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1468 Auto Park Way, Escondido, CA 92029",4,DISORD CONDUCT:ALC (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1469 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1470 Auto Park Way, Escondido, CA 92029",4,GRAND THEFT:AUTO (F),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1471 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(All Other Larceny) (M),1200 W  VALLEY PARKWAY,1200,W  VALLEY PARKWAY ,Escondido,CA,92029,1200 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1472 Auto Park Way, Escondido, CA 92029",4,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),1400 W  09TH AVENUE,1400,W  09TH AVENUE ,Escondido,CA,92029,1400 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
"1473 Auto Park Way, Escondido, CA 92029",4,GRAND THEFT:MONEY/LABOR/PROPERTY (F),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1474 Auto Park Way, Escondido, CA 92029",4,ANNOYING PHONE CALL OBSCENE/THREATENING - INTIMIDATION (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1475 Auto Park Way, Escondido, CA 92029",4,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1200 W  VALLEY PARKWAY,1200,W  VALLEY PARKWAY ,Escondido,CA,92029,1200 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1476 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1477 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(All Other Larceny) (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1478 Auto Park Way, Escondido, CA 92029",4,VANDALISM [$400 OR LESS] (M),900  DEL DIOS ROAD,900, DEL DIOS ROAD ,Escondido,CA,92029,900  DEL DIOS ROAD,,,DEL,DIOS,ROAD,,,,,
"1479 Auto Park Way, Escondido, CA 92029",4,SIMPLE BATTERY (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1480 Auto Park Way, Escondido, CA 92029",4,VANDALISM ($400 OR MORE) (F),900 S  HALE AVENUE,900,S  HALE AVENUE ,Escondido,CA,92029,900 S  HALE AVENUE,,S,,HALE,AVENUE,,,,,
"1481 Auto Park Way, Escondido, CA 92029",4,SHOPLIFTING (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1482 Auto Park Way, Escondido, CA 92029",4,POSS NARCOTIC CONTROLLED SUBS (F),100  LA TERRAZA BOULEVARD,100, LA TERRAZA BOULEVARD ,Escondido,CA,92029,100  LA TERRAZA BOULEVARD,,,LA,TERRAZA,BOULEVARD,,,,,
"1483 Auto Park Way, Escondido, CA 92029",4,SHOPLIFTING (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1484 Auto Park Way, Escondido, CA 92029",4,THREATEN CRIME WITH INTENT TO TERRORIZE (M),900  DEL DIOS ROAD,900, DEL DIOS ROAD ,Escondido,CA,92029,900  DEL DIOS ROAD,,,DEL,DIOS,ROAD,,,,,
"1485 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(Shoplift) (M),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"1486 Auto Park Way, Escondido, CA 92029",4,DUI ALCOHOL (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1487 Auto Park Way, Escondido, CA 92029",4,GRAND THEFT (Shoplifting) (F),1000 W  VALLEY PARKWAY,1000,W  VALLEY PARKWAY ,Escondido,CA,92029,1000 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1488 Auto Park Way, Escondido, CA 92029",4,PETTY THEFT(All Other Larceny) (M),1500 W  VALLEY PARKWAY,1500,W  VALLEY PARKWAY ,Escondido,CA,92029,1500 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1489 Auto Park Way, Escondido, CA 92029",4,THREATEN SCHOOL/PUBLIC OFCR/EMPLOYEE (F),1400 W  09TH AVENUE,1400,W  09TH AVENUE ,Escondido,CA,92029,1400 W  09TH AVENUE,,W,,09TH,AVENUE,,,,,
"1490 Auto Park Way, Escondido, CA 92029",4,DISORDERLY CONDUCT:INTOX DRUG WITH ALCOHOL (M),1300 W  VALLEY PARKWAY,1300,W  VALLEY PARKWAY ,Escondido,CA,92029,1300 W  VALLEY PARKWAY,,W,,VALLEY,PARKWAY,,,,,
"1491 Auto Park Way, Escondido, CA 92029",4,VANDALISM ($400 OR MORE) (F),1200  AUTO PARK WAY,1200, AUTO PARK WAY ,Escondido,CA,92029,1200  AUTO PARK WAY,,,AUTO,PARK,WAY,,,,,
"443 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),4900  NORTH RIVER ROAD,4900, NORTH RIVER ROAD ,Oceanside,CA,92057,4900  NORTH RIVER ROAD,,,NORTH,RIVER,ROAD,,,,,
"444 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),4900  NORTH RIVER ROAD,4900, NORTH RIVER ROAD ,Oceanside,CA,92057,4900  NORTH RIVER ROAD,,,NORTH,RIVER,ROAD,,,,,
"445 College Blvd, Oceanside, CA 92057",5,GRAND THEFT:MONEY/LABOR/PROPERTY (F),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"446 College Blvd, Oceanside, CA 92057",5,ASSAULT W/DEADLY WEAPON:NOT F/ARM (F),ANDREW JACKSON STREET & POLK STREET,,JACKSON STREET & POLK STREET,Oceanside,CA,92057,ANDREW JACKSON STREET & POLK STREET,,JACKSON,STREET,&,POLK,STREET,,,,
"447 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"448 College Blvd, Oceanside, CA 92057",5,THREATEN EXECUTIVE OFFICER WITH VIOLENCE (F),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"449 College Blvd, Oceanside, CA 92057",5,FRAUD,700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"450 College Blvd, Oceanside, CA 92057",5,MINOR POSS ALC (M),ADAMS STREET & COLLEGE BOULEVARD,,STREET & COLLEGE BOULEVARD ,Oceanside,CA,92057,ADAMS STREET & COLLEGE BOULEVARD,,STREET,&,COLLEGE,BOULEVARD,,,,,
"451 College Blvd, Oceanside, CA 92057",5,MINOR POSS ALC (M),ADAMS STREET & COLLEGE BOULEVARD,,STREET & COLLEGE BOULEVARD ,Oceanside,CA,92057,ADAMS STREET & COLLEGE BOULEVARD,,STREET,&,COLLEGE,BOULEVARD,,,,,
"452 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"453 College Blvd, Oceanside, CA 92057",5,SHOPLIFTING (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"454 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(All Other Larceny) (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"455 College Blvd, Oceanside, CA 92057",5,SIMPLE BATTERY (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"456 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"457 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"458 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"459 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),200  OCOTILLO PLACE,200, OCOTILLO PLACE  ,Oceanside,CA,92057,200  OCOTILLO PLACE,,,OCOTILLO,PLACE,,,,,,
"460 College Blvd, Oceanside, CA 92057",5,COMMERCIAL ROBBERY - WEAPON USED,400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"461 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(All Other Larceny) (M),4700  YUMA AVENUE,4700, YUMA AVENUE  ,Oceanside,CA,92057,4700  YUMA AVENUE,,,YUMA,AVENUE,,,,,,
"462 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),4800  YUMA AVENUE,4800, YUMA AVENUE  ,Oceanside,CA,92057,4800  YUMA AVENUE,,,YUMA,AVENUE,,,,,,
"463 College Blvd, Oceanside, CA 92057",5,FRAUD,600  COLLEGE BOULEVARD,600, COLLEGE BOULEVARD  ,Oceanside,CA,92057,600  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"464 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),800  COLLEGE BOULEVARD,800, COLLEGE BOULEVARD  ,Oceanside,CA,92057,800  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"465 College Blvd, Oceanside, CA 92057",5,WILLFUL CRUELTY TO CHILD:WITH MINOR INJURY (M),5200  VIA TIZON,5200, VIA TIZON  ,Oceanside,CA,92057,5200  VIA TIZON,,,VIA,TIZON,,,,,,
"466 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),5000  ANDREW JACKSON STREET,5000, ANDREW JACKSON STREET ,Oceanside,CA,92057,5000  ANDREW JACKSON STREET,,,ANDREW,JACKSON,STREET,,,,,
"467 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"468 College Blvd, Oceanside, CA 92057",5,COMMERCIAL BURGLARY,400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"469 College Blvd, Oceanside, CA 92057",5,DISORDERLY CONDUCT:UNDER INFLUENCE OF DRUG (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"470 College Blvd, Oceanside, CA 92057",5,FRAUD,400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"471 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),4900  NORTH RIVER ROAD,4900, NORTH RIVER ROAD ,Oceanside,CA,92057,4900  NORTH RIVER ROAD,,,NORTH,RIVER,ROAD,,,,,
"472 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"473 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),COLLEGE BOULEVARD & STATE ROUTE 76 WB,,BOULEVARD & STATE ROUTE 76,Oceanside,CA,92057,COLLEGE BOULEVARD & STATE ROUTE 76 WB,,BOULEVARD,&,STATE,ROUTE,76,,,WB,
"474 College Blvd, Oceanside, CA 92057",5,EXHIBIT DEADLY WEAPON OTHER THAN FIREARM (M),4900  NORTH RIVER ROAD,4900, NORTH RIVER ROAD ,Oceanside,CA,92057,4900  NORTH RIVER ROAD,,,NORTH,RIVER,ROAD,,,,,
"475 College Blvd, Oceanside, CA 92057",5,FRAUD,700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"476 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"477 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"478 College Blvd, Oceanside, CA 92057",5,TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT (F),4700  YUMA AVENUE,4700, YUMA AVENUE  ,Oceanside,CA,92057,4700  YUMA AVENUE,,,YUMA,AVENUE,,,,,,
"479 College Blvd, Oceanside, CA 92057",5,SHOPLIFTING (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"480 College Blvd, Oceanside, CA 92057",5,COMMERCIAL BURGLARY,400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"481 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"482 College Blvd, Oceanside, CA 92057",5,VEHICLE BREAK-IN/THEFT,5100  ANDREW JACKSON STREET,5100, ANDREW JACKSON STREET ,Oceanside,CA,92057,5100  ANDREW JACKSON STREET,,,ANDREW,JACKSON,STREET,,,,,
"483 College Blvd, Oceanside, CA 92057",5,DISORD CONDUCT:ALC (M),700   COLLEGE BOULEVARD,700,  COLLEGE BOULEVARD ,Oceanside,CA,92057,700   COLLEGE BOULEVARD,,,,COLLEGE,BOULEVARD,,,,,
"484 College Blvd, Oceanside, CA 92057",5,SIMPLE BATTERY (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"485 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(Shoplift) (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"486 College Blvd, Oceanside, CA 92057",5,PROHIBITED BY COURT ORDERS:PURCHASE/ETC FIREARM (F),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"487 College Blvd, Oceanside, CA 92057",5,POSSESS CONTROLLED SUBSTANCE (M),4800  SAGINA COURT,4800, SAGINA COURT  ,Oceanside,CA,92057,4800  SAGINA COURT,,,SAGINA,COURT,,,,,,
"488 College Blvd, Oceanside, CA 92057",5,DUI ALCOHOL (M),ADAMS STREET & COLLEGE BOULEVARD,,STREET & COLLEGE BOULEVARD ,Oceanside,CA,92057,ADAMS STREET & COLLEGE BOULEVARD,,STREET,&,COLLEGE,BOULEVARD,,,,,
"489 College Blvd, Oceanside, CA 92057",5,VEHICLE BREAK-IN/THEFT,5100  ANDREW JACKSON STREET,5100, ANDREW JACKSON STREET ,Oceanside,CA,92057,5100  ANDREW JACKSON STREET,,,ANDREW,JACKSON,STREET,,,,,
"490 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"491 College Blvd, Oceanside, CA 92057",5,SIMPLE BATTERY (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"492 College Blvd, Oceanside, CA 92057",5,PETTY THEFT FROM LIBRARY OR MERCHANT (M),400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"493 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),5000  CASPIAN DRIVE,5000, CASPIAN DRIVE  ,Oceanside,CA,92057,5000  CASPIAN DRIVE,,,CASPIAN,DRIVE,,,,,,
"494 College Blvd, Oceanside, CA 92057",5,VANDALISM ($400 OR MORE) (F),0  COLLEGE BLVD / N RIVER ROAD,, COLLEGE BLVD / N,Oceanside,CA,92057,0  COLLEGE BLVD / N RIVER ROAD,,,COLLEGE,BLVD,/,N,,,RIVER,ROAD
"495 College Blvd, Oceanside, CA 92057",5,THROW SUBS AT VEH ON HWY (M),COLLEGE BOULEVARD & STATE ROUTE 76 WB,,BOULEVARD & STATE ROUTE 76,Oceanside,CA,92057,COLLEGE BOULEVARD & STATE ROUTE 76 WB,,BOULEVARD,&,STATE,ROUTE,76,,,WB,
"496 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),5100  ANDREW JACKSON STREET,5100, ANDREW JACKSON STREET ,Oceanside,CA,92057,5100  ANDREW JACKSON STREET,,,ANDREW,JACKSON,STREET,,,,,
"497 College Blvd, Oceanside, CA 92057",5,DISORD CONDUCT:ALC (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"498 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(All Other Larceny) (M),4900  NORTH RIVER ROAD,4900, NORTH RIVER ROAD ,Oceanside,CA,92057,4900  NORTH RIVER ROAD,,,NORTH,RIVER,ROAD,,,,,
"499 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(All Other Larceny) (M),4900  NORTH RIVER ROAD,4900, NORTH RIVER ROAD ,Oceanside,CA,92057,4900  NORTH RIVER ROAD,,,NORTH,RIVER,ROAD,,,,,
"500 College Blvd, Oceanside, CA 92057",5,FRAUD,400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"501 College Blvd, Oceanside, CA 92057",5,DUI ALCOHOL:CAUSING BODILY INJURY (F),COLLEGE BOULEVARD & NORTH RIVER ROAD,,BOULEVARD & NORTH RIVER ROAD,Oceanside,CA,92057,COLLEGE BOULEVARD & NORTH RIVER ROAD,,BOULEVARD,&,NORTH,RIVER,ROAD,,,,
"502 College Blvd, Oceanside, CA 92057",5,FRAUD,700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"503 College Blvd, Oceanside, CA 92057",5,VANDALISM [$400 OR LESS] (M),300  VIA METATES,300, VIA METATES  ,Oceanside,CA,92057,300  VIA METATES,,,VIA,METATES,,,,,,
"504 College Blvd, Oceanside, CA 92057",5,FRAUD,200  OCOTILLO PLACE,200, OCOTILLO PLACE  ,Oceanside,CA,92057,200  OCOTILLO PLACE,,,OCOTILLO,PLACE,,,,,,
"505 College Blvd, Oceanside, CA 92057",5,DUI ALCOHOL (M),COLLEGE BOULEVARD & STATE ROUTE 76 EB,,BOULEVARD & STATE ROUTE 76,Oceanside,CA,92057,COLLEGE BOULEVARD & STATE ROUTE 76 EB,,BOULEVARD,&,STATE,ROUTE,76,,,EB,
"506 College Blvd, Oceanside, CA 92057",5,FRAUD,700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"507 College Blvd, Oceanside, CA 92057",5,PETTY THEFT(All Other Larceny) (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"508 College Blvd, Oceanside, CA 92057",5,DISORD CONDUCT:ALC (M),700  COLLEGE BOULEVARD,700, COLLEGE BOULEVARD  ,Oceanside,CA,92057,700  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
"509 College Blvd, Oceanside, CA 92057",5,COMMERCIAL ROBBERY - NO WEAPON,400  COLLEGE BOULEVARD,400, COLLEGE BOULEVARD  ,Oceanside,CA,92057,400  COLLEGE BOULEVARD,,,COLLEGE,BOULEVARD,,,,,,
